,Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
170,DMP1,Dentin Matrix Acidic Phosphoprotein 1,Protein Coding,42,GC04P087650,22.66,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMP1
171,SLC24A5,Solute Carrier Family 24 Member 5,Protein Coding,41,GC15P048120,22.52,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC24A5
172,PRKCA,Protein Kinase C Alpha,Protein Coding,50,GC17P066302,22.47,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCA
173,CASK,Calcium/Calmodulin Dependent Serine Protein Kinase,Protein Coding,48,GC0XM041514,22.4,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASK
174,TRPM4,Transient Receptor Potential Cation Channel Subfamily M Member 4,Protein Coding,45,GC19P049157,22.3,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM4
175,TRPC3,Transient Receptor Potential Cation Channel Subfamily C Member 3,Protein Coding,48,GC04M121879,22.26,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPC3
176,PTK2B,Protein Tyrosine Kinase 2 Beta,Protein Coding,49,GC08P027311,22.22,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2B
177,ATP2C1,ATPase Secretory Pathway Ca2+ Transporting 1,Protein Coding,45,GC03P130850,22.18,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2C1
178,KCNMB3,Potassium Calcium-Activated Channel Subfamily M Regulatory Beta Subunit 3,Protein Coding,37,GC03M179236,22.17,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNMB3
179,CIB2,Calcium And Integrin Binding Family Member 2,Protein Coding,40,GC15M078104,22.14,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIB2
180,CAMK1D,Calcium/Calmodulin Dependent Protein Kinase ID,Protein Coding,41,GC10P012349,22.11,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMK1D
181,UMOD,Uromodulin,Protein Coding,41,GC16M020344,22.05,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UMOD
182,PIK3C2A,Phosphatidylinositol-4-Phosphate 3-Kinase Catalytic Subunit Type 2 Alpha,Protein Coding,47,GC11M017191,22.04,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3C2A
183,KCNJ1,Potassium Inwardly Rectifying Channel Subfamily J Member 1,Protein Coding,47,GC11M128741,22.0,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ1
184,SYT1,Synaptotagmin 1,Protein Coding,46,GC12P078863,21.95,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT1
185,LRP2,LDL Receptor Related Protein 2,Protein Coding,45,GC02M169127,21.93,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP2
186,CD36,CD36 Molecule,Protein Coding,48,GC07P080369,21.88,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD36
187,ITPR3,"Inositol 1,4,5-Trisphosphate Receptor Type 3",Protein Coding,45,GC06P033620,21.81,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR3
188,CDH1,Cadherin 1,Protein Coding,50,GC16P068737,21.78,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH1
189,S100A11,S100 Calcium Binding Protein A11,Protein Coding,41,GC01M152032,21.73,https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A11
190,SLC24A4,Solute Carrier Family 24 Member 4,Protein Coding,42,GC14P092322,21.71,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC24A4
191,HLA-DRB1,"Major Histocompatibility Complex, Class II, DR Beta 1",Protein Coding,46,GC06M032578,21.69,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB1
192,ALPP,"Alkaline Phosphatase, Placental",Protein Coding,46,GC02P232378,21.66,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALPP
193,EDN1,Endothelin 1,Protein Coding,47,GC06P012290,21.65,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDN1
194,S100A13,S100 Calcium Binding Protein A13,Protein Coding,37,GC01M153618,21.56,https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A13
195,PVALB,Parvalbumin,Protein Coding,39,GC22M036800,21.46,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PVALB
196,KCNMB2,Potassium Calcium-Activated Channel Subfamily M Regulatory Beta Subunit 2,Protein Coding,35,GC03P178272,21.45,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNMB2
197,XPR1,Xenotropic And Polytropic Retrovirus Receptor 1,Protein Coding,43,GC01P180632,21.45,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPR1
198,CAPN3,Calpain 3,Protein Coding,47,GC15P042359,21.44,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN3
199,CAMLG,Calcium Modulating Ligand,Protein Coding,40,GC05P134738,21.32,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMLG
200,CALHM1,Calcium Homeostasis Modulator 1,Protein Coding,33,GC10M103454,21.25,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALHM1
201,TRPC5,Transient Receptor Potential Cation Channel Subfamily C Member 5,Protein Coding,41,GC0XM111774,21.14,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPC5
202,CAMK1G,Calcium/Calmodulin Dependent Protein Kinase IG,Protein Coding,41,GC01P209583,21.12,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMK1G
203,TNF,Tumor Necrosis Factor,Protein Coding,51,GC06P047305,21.11,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNF
204,RCVRN,Recoverin,Protein Coding,38,GC17M009896,21.07,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCVRN
205,AIRE,Autoimmune Regulator,Protein Coding,44,GC21P044285,21.06,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIRE
206,MYORG,Myogenesis Regulating Glycosidase (Putative),Protein Coding,27,GC09M034366,21.01,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYORG
207,GGCX,Gamma-Glutamyl Carboxylase,Protein Coding,46,GC02M085544,20.96,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGCX
208,S100A2,S100 Calcium Binding Protein A2,Protein Coding,40,GC01M153561,20.94,https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A2
209,SPARC,Secreted Protein Acidic And Cysteine Rich,Protein Coding,50,GC05M151639,20.88,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPARC
210,ITPR2,"Inositol 1,4,5-Trisphosphate Receptor Type 2",Protein Coding,45,GC12M026336,20.84,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR2
211,STX16,Syntaxin 16,Protein Coding,42,GC20P058652,20.83,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX16
212,PRKCB,Protein Kinase C Beta,Protein Coding,47,GC16P023892,20.8,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCB
213,IL6,Interleukin 6,Protein Coding,50,GC07P022765,20.77,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6
214,SCN5A,Sodium Voltage-Gated Channel Alpha Subunit 5,Protein Coding,50,GC03M038549,20.71,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN5A
215,KCNJ5,Potassium Inwardly Rectifying Channel Subfamily J Member 5,Protein Coding,47,GC11P128891,20.66,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ5
216,SRC,"SRC Proto-Oncogene, Non-Receptor Tyrosine Kinase",Protein Coding,51,GC20P037344,20.61,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRC
217,CAMKK1,Calcium/Calmodulin Dependent Protein Kinase Kinase 1,Protein Coding,44,GC17M003860,20.6,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMKK1
218,CABYR,Calcium Binding Tyrosine Phosphorylation Regulated,Protein Coding,35,GC18P024138,20.58,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CABYR
219,SAMD9,Sterile Alpha Motif Domain Containing 9,Protein Coding,36,GC07M093099,20.55,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAMD9
220,TNFSF11,TNF Superfamily Member 11,Protein Coding,47,GC13P042562,20.52,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF11
221,CAPNS1,Calpain Small Subunit 1,Protein Coding,41,GC19P038254,20.4,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPNS1
222,RASGRP1,RAS Guanyl Releasing Protein 1,Protein Coding,46,GC15M038488,20.39,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASGRP1
223,CRACR2A,Calcium Release Activated Channel Regulator 2A,Protein Coding,31,GC12M004102,20.38,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRACR2A
224,ANO1,Anoctamin 1,Protein Coding,41,GC11P069986,20.34,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANO1
225,MGP,Matrix Gla Protein,Protein Coding,42,GC12M014881,20.28,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGP
226,SOST,Sclerostin,Protein Coding,44,GC17M043753,20.14,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOST
227,TRPV4,Transient Receptor Potential Cation Channel Subfamily V Member 4,Protein Coding,49,GC12M109783,20.12,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV4
228,CHP1,Calcineurin Like EF-Hand Protein 1,Protein Coding,37,GC15P041230,19.99,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHP1
229,HRAS,"HRas Proto-Oncogene, GTPase",Protein Coding,52,GC11M000635,19.93,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRAS
230,HDAC4,Histone Deacetylase 4,Protein Coding,51,GC02M239048,19.84,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC4
231,FBN1,Fibrillin 1,Protein Coding,45,GC15M048408,19.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBN1
232,S100A7,S100 Calcium Binding Protein A7,Protein Coding,40,GC01M153457,19.74,https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A7
233,ABCC6,ATP Binding Cassette Subfamily C Member 6,Protein Coding,45,GC16M016148,19.71,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC6
234,APP,Amyloid Beta Precursor Protein,Protein Coding,51,GC21M025880,19.63,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APP
235,CAPN2,Calpain 2,Protein Coding,47,GC01P223701,19.62,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN2
236,TNFRSF11B,TNF Receptor Superfamily Member 11b,Protein Coding,47,GC08M118923,19.6,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF11B
237,GRIN2A,Glutamate Ionotropic Receptor NMDA Type Subunit 2A,Protein Coding,51,GC16M009753,19.55,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN2A
238,LMNA,Lamin A/C,Protein Coding,47,GC01P156082,19.47,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMNA
239,ANXA11,Annexin A11,Protein Coding,44,GC10M080150,19.46,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA11
240,ANXA5,Annexin A5,Protein Coding,46,GC04M121667,19.45,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA5
241,ACP5,"Acid Phosphatase 5, Tartrate Resistant",Protein Coding,47,GC19M011574,19.44,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACP5
242,S100A16,S100 Calcium Binding Protein A16,Protein Coding,37,GC01M153606,19.42,https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A16
243,CTLA4,Cytotoxic T-Lymphocyte Associated Protein 4,Protein Coding,45,GC02P203867,19.39,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTLA4
244,S100A3,S100 Calcium Binding Protein A3,Protein Coding,39,GC01M153547,19.36,https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A3
245,CAPN1,Calpain 1,Protein Coding,49,GC11P065198,19.31,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN1
246,LRP5,LDL Receptor Related Protein 5,Protein Coding,48,GC11P068298,19.22,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP5
247,ADCY8,Adenylate Cyclase 8,Protein Coding,44,GC08M130780,19.02,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY8
248,GCA,Grancalcin,Protein Coding,40,GC02P162318,18.95,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCA
249,PRKCD,Protein Kinase C Delta,Protein Coding,53,GC03P053156,18.87,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCD
250,NOS1,Nitric Oxide Synthase 1,Protein Coding,49,GC12M117208,18.79,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS1
251,ANXA2,Annexin A2,Protein Coding,48,GC15M060347,18.69,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA2
252,PPP3R1,"Protein Phosphatase 3 Regulatory Subunit B, Alpha",Protein Coding,45,GC02M068143,18.68,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP3R1
253,CCL2,C-C Motif Chemokine Ligand 2,Protein Coding,48,GC17P034255,18.67,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL2
254,TRPV1,Transient Receptor Potential Cation Channel Subfamily V Member 1,Protein Coding,46,GC17M003565,18.65,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV1
255,PKD2L1,"Polycystin 2 Like 1, Transient Receptor Potential Cation Channel",Protein Coding,41,GC10M100288,18.58,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD2L1
256,ANXA6,Annexin A6,Protein Coding,43,GC05M151077,18.53,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA6
257,IGF1,Insulin Like Growth Factor 1,Protein Coding,50,GC12M102395,18.5,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1
258,TBX1,T-Box Transcription Factor 1,Protein Coding,42,GC22P019747,18.5,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX1
259,GNAS-AS1,GNAS Antisense RNA 1,RNA Gene,22,GC20M058846,18.46,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAS-AS1
260,FAM111A,Family With Sequence Similarity 111 Member A,Protein Coding,37,GC11P059142,18.45,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM111A
261,KNG1,Kininogen 1,Protein Coding,44,GC03P186717,18.45,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KNG1
262,GRIN1,Glutamate Ionotropic Receptor NMDA Type Subunit 1,Protein Coding,49,GC09P137138,18.44,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN1
263,TRDN,Triadin,Protein Coding,41,GC06M123198,18.38,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRDN
264,CARS1,Cysteinyl-TRNA Synthetase 1,Protein Coding,32,GC11M003000,18.36,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARS1
265,MAPK1,Mitogen-Activated Protein Kinase 1,Protein Coding,51,GC22M021754,18.34,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK1
266,KRIT1,KRIT1 Ankyrin Repeat Containing,Protein Coding,41,GC07M092198,18.33,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRIT1
267,SLC4A1,Solute Carrier Family 4 Member 1 (Diego Blood Group),Protein Coding,47,GC17M044282,18.25,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC4A1
268,TRPM7,Transient Receptor Potential Cation Channel Subfamily M Member 7,Protein Coding,45,GC15M050552,18.25,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM7
269,SELP,Selectin P,Protein Coding,45,GC01M169558,18.24,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELP
270,PNPLA8,Patatin Like Phospholipase Domain Containing 8,Protein Coding,42,GC07M108470,18.24,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPLA8
271,PPP3CA,Protein Phosphatase 3 Catalytic Subunit Alpha,Protein Coding,52,GC04M101024,18.2,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP3CA
272,CAV1,Caveolin 1,Protein Coding,48,GC07P116524,18.18,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAV1
273,FOS,"Fos Proto-Oncogene, AP-1 Transcription Factor Subunit",Protein Coding,50,GC14P075278,18.06,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOS
274,AGTR1,Angiotensin II Receptor Type 1,Protein Coding,51,GC03P148697,18.01,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGTR1
275,FMR1,FMRP Translational Regulator 1,Protein Coding,44,GC0XP147913,18.0,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMR1
276,CLCN1,Chloride Voltage-Gated Channel 1,Protein Coding,44,GC07P143316,17.97,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCN1
277,PON1,Paraoxonase 1,Protein Coding,45,GC07M095297,17.94,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON1
278,GSN,Gelsolin,Protein Coding,48,GC09P121201,17.93,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSN
279,CREB1,CAMP Responsive Element Binding Protein 1,Protein Coding,48,GC02P207529,17.91,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREB1
280,CD2AP,CD2 Associated Protein,Protein Coding,43,GC06P047777,17.88,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD2AP
281,PLCB3,Phospholipase C Beta 3,Protein Coding,47,GC11P064251,17.87,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCB3
282,AHSG,Alpha 2-HS Glycoprotein,Protein Coding,44,GC03P186612,17.83,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHSG
283,STX1A,Syntaxin 1A,Protein Coding,47,GC07M073700,17.81,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX1A
284,S100A14,S100 Calcium Binding Protein A14,Protein Coding,37,GC01M153614,17.74,https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A14
285,PKD2,"Polycystin 2, Transient Receptor Potential Cation Channel",Protein Coding,46,GC04P088007,17.73,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD2
286,CDH2,Cadherin 2,Protein Coding,50,GC18M027950,17.72,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH2
287,CLCA1,Chloride Channel Accessory 1,Protein Coding,40,GC01P086468,17.7,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCA1
288,CDKN1C,Cyclin Dependent Kinase Inhibitor 1C,Protein Coding,47,GC11M002887,17.69,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1C
289,DYSF,Dysferlin,Protein Coding,43,GC02P071453,17.69,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYSF
290,FAM20A,FAM20A Golgi Associated Secretory Pathway Pseudokinase,Protein Coding,39,GC17M068535,17.68,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM20A
291,NOS2,Nitric Oxide Synthase 2,Protein Coding,49,GC17M027756,17.67,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS2
292,SLC25A13,Solute Carrier Family 25 Member 13,Protein Coding,46,GC07M096120,17.64,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A13
293,PRKCG,Protein Kinase C Gamma,Protein Coding,51,GC19P053879,17.59,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCG
294,TP53,Tumor Protein P53,Protein Coding,54,GC17M007661,17.58,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53
295,FAM20C,FAM20C Golgi Associated Secretory Pathway Kinase,Protein Coding,41,GC07P000192,17.58,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM20C
296,BTK,Bruton Tyrosine Kinase,Protein Coding,53,GC0XM101349,17.57,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTK
297,MPO,Myeloperoxidase,Protein Coding,50,GC17M058269,17.51,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPO
298,AMBP,Alpha-1-Microglobulin/Bikunin Precursor,Protein Coding,41,GC09M114060,17.45,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMBP
299,CPNE6,Copine 6,Protein Coding,39,GC14P025295,17.42,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPNE6
300,VEGFA,Vascular Endothelial Growth Factor A,Protein Coding,48,GC06P043770,17.38,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFA
301,SPG7,"SPG7 Matrix AAA Peptidase Subunit, Paraplegin",Protein Coding,43,GC16P089492,17.34,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPG7
302,GRM5,Glutamate Metabotropic Receptor 5,Protein Coding,47,GC11M088504,17.31,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM5
303,GTF2I,General Transcription Factor IIi,Protein Coding,42,GC07P074658,17.29,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2I
304,BSND,Barttin CLCNK Type Accessory Subunit Beta,Protein Coding,40,GC01P054998,17.18,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BSND
305,IBSP,Integrin Binding Sialoprotein,Protein Coding,37,GC04P087799,17.18,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IBSP
306,MICU3,Mitochondrial Calcium Uptake Family Member 3,Protein Coding,31,GC08P017027,17.14,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICU3
307,PLCB1,Phospholipase C Beta 1,Protein Coding,48,GC20P008061,17.1,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCB1
308,TCIRG1,"T Cell Immune Regulator 1, ATPase H+ Transporting V0 Subunit A3",Protein Coding,45,GC11P068038,17.1,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCIRG1
309,F10,Coagulation Factor X,Protein Coding,48,GC13P113122,17.09,https://www.genecards.org/cgi-bin/carddisp.pl?gene=F10
310,S100Z,S100 Calcium Binding Protein Z,Protein Coding,32,GC05P076850,17.08,https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100Z
311,NECAB1,N-Terminal EF-Hand Calcium Binding Protein 1,Protein Coding,32,GC08P090791,17.06,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NECAB1
312,TACSTD2,Tumor Associated Calcium Signal Transducer 2,Protein Coding,43,GC01M058575,17.05,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACSTD2
313,CSN1S1,Casein Alpha S1,Protein Coding,34,GC04P069932,17.01,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSN1S1
314,CXCR4,C-X-C Motif Chemokine Receptor 4,Protein Coding,52,GC02M136114,16.92,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR4
315,ACTN4,Actinin Alpha 4,Protein Coding,46,GC19P038647,16.9,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTN4
316,ATP6V0A4,ATPase H+ Transporting V0 Subunit A4,Protein Coding,44,GC07M138707,16.9,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V0A4
317,HAO1,Hydroxyacid Oxidase 1,Protein Coding,44,GC20M007863,16.88,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAO1
318,NOX5,NADPH Oxidase 5,Protein Coding,37,GC15P072888,16.85,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOX5
319,CCBE1,Collagen And Calcium Binding EGF Domains 1,Protein Coding,40,GC18M059430,16.84,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCBE1
320,LDLR,Low Density Lipoprotein Receptor,Protein Coding,49,GC19P011061,16.83,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDLR
321,CYP19A1,Cytochrome P450 Family 19 Subfamily A Member 1,Protein Coding,48,GC15M051208,16.81,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP19A1
322,CLCA2,Chloride Channel Accessory 2,Protein Coding,41,GC01P086424,16.77,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCA2
323,MECP2,Methyl-CpG Binding Protein 2,Protein Coding,45,GC0XM154021,16.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MECP2
324,TNNC1,"Troponin C1, Slow Skeletal And Cardiac Type",Protein Coding,45,GC03M052452,16.74,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNC1
